#mission_id	user_id	place_id	date	duration	mode	conf	co2
95	526	56	2013-06-17	82	car	True	0.20033
96	154	146	2013-06-16	34	other	False	0.01214
97	154	100	2013-06-28	18	other	False	0.01214
98	287	201	2013-06-19	16	other	False	0.01214
99	143	341	2013-06-24	60	plane	True	0.14678
100	614	147	2013-07-12	13	other	False	0.01214
101	199	201	2013-06-20	12	train	False	0.01214
102	66	286	2013-06-30	33	train	True	0.01214
103	569	286	2013-06-30	34	train	True	0.01214
104	448	230	2013-08-26	114	other	False	0.14678
105	656	286	2013-06-30	35	train	True	0.01214
106	617	196	2013-07-03	16	train	False	0.01214
107	66	55	2013-07-03	8	train	False	0.01214
108	66	410	2013-07-28	111	plane	True	0.14678
109	421	55	2013-07-01	6	other	False	0.20033
110	287	54	2013-07-01	7	car	False	0.20033
111	330	201	2013-07-02	15	train	False	0.01214
112	374	346	2013-07-28	104	plane	False	0.14678
113	374	404	2013-08-11	168	car	False	0.20033
114	374	389	2013-08-18	111	car	False	0.20033
115	310	55	2013-07-11	10	train	False	0.01214
116	469	55	2013-07-11	12	train	False	0.01214
117	258	376	2013-07-26	103	plane	False	0.14678
118	260	376	2013-07-26	104	plane	True	0.14678
119	448	54	2013-07-05	12	other	False	0.20033
120	93	558	2013-08-24	168	plane	True	0.13712
121	216	201	2013-07-11	16	train	False	0.01214
122	536	201	2013-07-21	130	train	True	0.01214
123	534	440	2013-09-10	119	plane	True	0.13712
124	303	440	2013-09-10	130	plane	True	0.13712
125	504	579	2013-09-02	132	plane	True	0.13712
126	22	106	2013-08-22	35	train	True	0.01214
127	230	331	2013-09-08	144	plane	True	0.14678
128	143	245	2013-08-26	152	plane	True	0.14678
129	359	245	2013-08-26	104	other	False	0.14678
130	502	579	2013-09-02	101	other	False	0.13712
131	374	147	2013-07-18	12	other	False	0.01214
132	85	245	2013-08-26	101	plane	True	0.14678
133	26	201	2013-07-18	13	train	False	0.01214
134	569	402	2013-09-01	176	plane	True	0.14678
135	656	402	2013-09-01	179	plane	True	0.14678
136	26	410	2013-07-27	155	plane	True	0.14678
137	345	135	2013-09-08	100	car	True	0.20033
138	138	236	2013-09-01	173	car	True	0.20033
139	26	412	2013-09-28	127	plane	True	0.14678
140	212	557	2013-08-13	612	other	False	0.13712
141	36	341	2013-09-10	32	plane	False	0.14678
142	374	141	2013-09-15	63	car	True	0.20033
143	374	287	2013-10-29	41	plane	False	0.14678
144	656	339	2013-09-22	132	plane	True	0.14678
145	421	54	2013-09-04	10	other	False	0.20033
146	277	201	2013-09-16	16	train	False	0.01214
147	22	201	2013-09-16	16	train	False	0.01214
148	236	424	2013-10-06	161	plane	True	0.14678
149	345	201	2013-09-26	11	train	False	0.01214
150	258	147	2013-09-25	29	other	False	0.01214
151	617	60	2013-09-19	11	car	False	0.20033
152	143	201	2013-09-24	16	other	False	0.01214
153	330	201	2013-09-18	51	train	False	0.01214
154	158	437	2013-10-22	63	plane	False	0.14678
155	334	114	2013-12-10	85	train	True	0.01214
156	342	114	2013-12-10	80	train	True	0.01214
157	475	55	2013-10-07	59	car	True	0.20033
158	15	230	2013-10-17	89	plane	True	0.14678
159	103	55	2013-09-24	10	train	False	0.01214
160	66	412	2013-09-28	122	plane	True	0.14678
161	617	201	2013-09-30	12	other	False	0.01214
162	371	201	2013-10-02	28	public	True	0.075
163	548	201	2013-10-04	14	other	False	0.01214
164	210	4	2013-09-20	1	car	False	0.20033
165	154	201	2013-10-01	18	train	False	0.01214
166	519	230	2013-10-08	62	plane	False	0.14678
167	619	230	2013-10-05	136	plane	False	0.14678
168	301	0	2013-10-13	738	other	False	0.075
169	518	360	2013-10-20	84	plane	False	0.14678
170	76	54	2013-10-16	12	car	False	0.20033
171	76	220	2013-11-12	52	plane	True	0.16508
172	609	66	2013-10-29	10	other	False	0.01214
173	213	360	2013-10-20	84	plane	False	0.14678
174	374	201	2013-10-24	34	train	False	0.01214
175	260	266	2013-10-22	38	plane	True	0.16508
176	154	146	2013-12-03	18	other	False	0.01214
177	372	201	2013-10-07	13	other	False	0.01214
178	617	201	2013-10-15	16	train	False	0.01214
179	301	147	2013-10-09	46	plane	False	0.16508
180	526	147	2013-10-09	42	plane	False	0.16508
181	534	55	2013-10-16	42	car	False	0.20033
182	143	201	2013-10-09	39	other	False	0.01214
183	430	201	2013-10-14	13	train	False	0.01214
184	617	520	2013-11-19	106	plane	True	0.13712
185	345	201	2013-10-14	38	train	False	0.01214
186	345	146	2013-10-14	22	other	False	0.01214
187	340	533	2013-11-13	192	plane	True	0.13712
188	374	442	2013-10-17	64	plane	False	0.14678
189	484	266	2013-10-22	86	plane	True	0.16508
190	154	381	2013-10-09	76	other	False	0.14678
191	154	234	2013-10-22	16	other	False	0.01214
192	216	266	2013-10-22	87	plane	False	0.16508
193	154	441	2013-10-13	53	other	False	0.14678
194	442	59	2013-10-17	11	car	False	0.20033
195	371	220	2013-11-12	80	plane	True	0.16508
196	573	561	2013-10-16	371	plane	True	0.13712
197	519	561	2013-11-16	321	plane	True	0.13712
198	514	561	2013-11-16	320	plane	False	0.13712
199	154	220	2013-11-12	53	plane	True	0.16508
200	154	274	2013-12-10	30	other	False	0.14678
201	143	644	2013-11-03	97	plane	False	0.13712
202	331	220	2013-11-08	172	plane	True	0.16508
203	548	220	2013-11-08	165	plane	True	0.16508
204	132	201	2013-10-23	16	train	False	0.01214
205	345	220	2013-11-12	69	plane	True	0.16508
206	372	201	2013-11-18	15	other	False	0.01214
207	63	220	2013-11-12	77	plane	True	0.16508
208	619	220	2013-11-04	113	plane	False	0.16508
209	512	561	2013-11-16	349	plane	False	0.13712
210	213	589	2013-10-27	184	plane	True	0.13712
211	248	561	2013-11-16	422	other	False	0.13712
212	154	217	2014-01-14	71	other	False	0.14678
213	345	201	2013-12-05	15	other	False	0.01214
214	85	220	2013-11-12	141	plane	True	0.16508
215	519	201	2013-11-05	12	train	False	0.01214
216	143	220	2013-11-13	61	plane	True	0.16508
217	143	201	2013-11-21	12	other	False	0.01214
218	143	201	2013-12-03	36	other	False	0.01214
219	143	191	2013-11-26	56	other	False	0.01214
220	143	201	2013-12-09	16	other	False	0.01214
221	143	201	2014-01-30	36	other	False	0.01214
222	634	449	2013-11-09	196	other	False	0.14678
223	634	83	2013-11-20	51	other	False	0.01214
224	297	644	2013-11-30	204	plane	True	0.13712
225	614	83	2013-11-29	28	other	False	0.01214
226	308	201	2013-11-18	12	train	False	0.01214
227	617	201	2013-11-12	13	other	False	0.01214
228	617	49	2013-12-04	8	other	False	0.20033
229	617	288	2013-12-10	31	other	False	0.01214
230	454	441	2013-11-20	54	plane	False	0.14678
231	374	157	2013-11-25	17	plane	False	0.16508
232	374	352	2013-12-01	54	plane	False	0.14678
233	333	201	2013-11-21	77	train	False	0.01214
234	634	82	2013-12-09	74	other	False	0.14678
235	454	389	2013-12-01	129	plane	True	0.14678
236	216	201	2013-11-29	16	train	False	0.01214
237	519	54	2013-11-14	8	car	False	0.20033
238	132	201	2013-11-22	16	train	False	0.01214
239	392	0	2013-11-15	11	other	False	0.075
240	481	422	2013-12-14	79	plane	False	0.14678
241	154	286	2013-12-19	16	other	False	0.01214
242	372	245	2013-12-02	32	other	False	0.14678
243	600	266	2013-12-04	58	plane	True	0.16508
244	298	201	2013-12-05	13	train	False	0.01214
245	555	55	2013-12-02	8	car	False	0.20033
246	262	201	2013-12-05	16	train	False	0.01214
247	489	55	2013-12-11	6	car	False	0.20033
248	76	54	2013-12-18	8	other	False	0.20033
249	76	54	2014-01-08	12	car	False	0.20033
250	176	201	2013-11-29	34	other	False	0.01214
251	176	201	2013-12-04	9	other	False	0.01214
252	72	293	2013-12-03	55	other	False	0.01214
253	143	201	2013-12-09	16	other	False	0.01214
254	143	201	2014-01-29	12	other	False	0.01214
255	448	54	2013-12-12	12	other	False	0.20033
256	470	245	2013-12-15	58	plane	False	0.14678
257	64	201	2013-12-08	31	train	False	0.01214
258	283	572	2013-12-16	158	other	False	0.13712
259	36	213	2013-12-09	33	train	False	0.01214
260	572	55	2013-12-08	22	other	False	0.20033
261	572	147	2013-12-12	14	other	False	0.01214
262	508	201	2013-12-06	14	other	False	0.01214
263	508	83	2013-12-16	14	other	False	0.01214
264	601	286	2013-12-19	19	other	False	0.01214
265	601	147	2013-12-12	91	plane	True	0.16508
266	237	220	2014-01-20	150	other	False	0.01214
267	616	310	2014-01-07	81	plane	False	0.16508
268	377	205	2013-12-13	14	other	False	0.01214
269	377	177	2013-12-19	13	other	False	0.01214
270	333	201	2014-02-13	31	train	False	0.01214
271	642	55	2013-12-18	9	train	False	0.01214
272	374	55	2013-12-18	6	car	False	0.20033
273	154	270	2014-01-23	16	other	False	0.01214
274	154	217	2014-03-19	75	other	False	0.14678
275	103	201	2014-01-06	14	other	False	0.01214
276	448	109	2014-01-22	30	other	False	0.01214
277	210	201	2014-01-15	33	train	False	0.01214
278	419	201	2014-01-10	15	train	False	0.01214
279	419	55	2014-01-17	12	train	False	0.01214
280	345	201	2014-01-15	33	train	False	0.01214
281	430	206	2014-01-15	29	train	False	0.01214
282	576	201	2014-01-15	36	train	False	0.01214
283	298	649	2014-02-21	256	plane	False	0.13712
284	134	432	2014-01-04	107	plane	True	0.14678
285	210	577	2014-01-30	189	plane	False	0.13712
286	377	201	2014-01-16	12	train	False	0.01214
287	377	674	2014-01-25	215	other	False	0.13712
288	377	201	2014-01-22	35	train	False	0.01214
289	377	191	2014-02-21	15	other	False	0.01214
290	287	61	2014-01-13	12	car	False	0.20033
291	251	61	2014-01-13	12	car	False	0.20033
292	635	328	2014-02-04	57	other	False	0.14678
293	499	99	2014-01-13	65	other	False	0.01214
294	454	109	2014-01-08	50	train	False	0.01214
295	630	201	2014-01-22	33	train	False	0.01214
296	508	338	2014-02-10	54	plane	False	0.16508
297	143	147	2014-01-28	14	plane	False	0.16508
298	486	147	2014-01-28	14	plane	False	0.16508
299	572	147	2014-01-17	75	other	False	0.01214
300	454	55	2014-01-13	32	train	False	0.01214
301	237	293	2014-01-26	176	plane	False	0.16508
302	514	220	2014-01-13	89	other	False	0.01214
303	328	201	2014-01-23	38	train	False	0.01214
304	210	201	2014-01-21	24	train	False	0.01214
305	314	55	2014-01-15	12	other	False	0.20033
306	333	201	2014-02-13	32	train	False	0.01214
307	345	201	2014-01-21	23	train	False	0.01214
308	27	220	2014-01-23	64	plane	False	0.16508
309	239	55	2014-01-15	11	other	False	0.20033
310	365	201	2014-01-29	36	train	False	0.01214
311	619	100	2014-01-27	58	car	False	0.20033
312	573	100	2014-01-27	58	car	False	0.20033
313	328	55	2014-01-22	10	other	False	0.20033
314	508	201	2014-01-21	15	train	False	0.01214
315	213	379	2014-02-05	100	other	False	0.13712
316	231	100	2014-01-27	58	car	False	0.20033
317	328	220	2014-02-19	30	other	False	0.01214
318	328	201	2014-02-13	32	other	False	0.01214
319	237	604	2014-03-08	540	plane	True	0.13712
320	216	567	2014-02-01	208	other	False	0.13712
321	308	201	2014-01-28	11	plane	False	0.16508
322	596	201	2014-02-09	26	train	False	0.01214
323	176	293	2014-01-27	102	other	False	0.01214
324	372	201	2014-02-06	17	other	False	0.01214
325	132	76	2014-02-04	16	train	False	0.01214
326	419	201	2014-01-28	11	train	False	0.01214
327	419	55	2014-01-28	27	train	False	0.01214
328	419	201	2014-01-31	15	train	False	0.01214
329	525	201	2014-02-04	15	train	False	0.01214
330	609	87	2014-02-10	56	other	False	0.14678
331	51	201	2014-01-29	12	train	False	0.01214
332	508	459	2014-03-02	98	plane	False	0.13712
333	248	197	2014-02-05	52	other	False	0.01214
334	536	459	2014-03-02	96	plane	True	0.13712
335	617	459	2014-03-02	99	plane	False	0.13712
336	454	55	2014-02-05	33	train	False	0.01214
337	72	293	2014-01-28	95	other	False	0.01214
338	256	105	2014-03-25	73	train	True	0.01214
339	489	54	2014-02-06	9	train	False	0.01214
340	414	106	2014-03-11	73	train	True	0.01214
341	220	55	2014-03-07	9	train	False	0.01214
342	210	245	2014-02-17	31	other	False	0.14678
343	25	201	2014-02-13	77	train	False	0.01214
344	572	201	2014-02-20	39	other	False	0.01214
345	328	449	2014-03-23	106	other	False	0.14678
346	203	55	2014-02-07	10	train	False	0.01214
347	634	449	2014-02-26	463	other	False	0.14678
348	634	110	2014-03-23	78	other	False	0.14678
349	213	230	2014-08-31	122	plane	False	0.14678
350	548	360	2014-04-12	108	plane	False	0.14678
351	553	55	2014-02-13	6	train	False	0.01214
352	489	54	2014-02-13	8	train	False	0.01214
353	609	201	2014-02-06	27	other	False	0.01214
354	287	360	2014-04-12	108	plane	False	0.14678
355	301	360	2014-04-12	108	plane	False	0.14678
356	374	201	2014-02-26	31	other	False	0.01214
357	314	109	2014-02-19	12	other	False	0.01214
358	314	449	2014-03-22	103	other	False	0.14678
359	314	55	2014-03-26	21	other	False	0.20033
360	546	201	2014-02-28	12	other	False	0.01214
361	143	201	2014-02-17	16	other	False	0.01214
362	164	0	2014-04-07	104	other	True	0.075
363	377	201	2014-02-14	14	other	False	0.01214
364	69	364	2014-03-09	120	plane	False	0.14678
365	531	615	2014-03-21	160	plane	True	0.13712
366	135	287	2014-02-17	105	car	False	0.20033
367	514	230	2014-03-06	40	plane	False	0.14678
368	616	334	2014-03-02	181	plane	True	0.14678
369	377	191	2014-02-21	10	other	False	0.01214
370	519	220	2014-03-26	40	plane	True	0.16508
371	504	516	2014-04-26	178	plane	True	0.13712
372	601	201	2014-03-28	243	other	False	0.01214
373	601	201	2014-03-28	103	other	False	0.01214
374	601	147	2014-04-01	146	other	False	0.01214
375	196	449	2014-03-22	182	plane	True	0.14678
376	287	18	2014-02-18	6	other	False	0.20033
377	454	441	2014-02-20	39	plane	False	0.14678
378	303	432	2014-04-27	93	plane	True	0.14678
379	454	334	2014-03-03	101	plane	True	0.14678
380	303	432	2014-04-26	122	plane	True	0.14678
381	245	480	2014-05-27	155	plane	True	0.14678
382	64	201	2014-02-23	76	train	False	0.01214
383	489	55	2014-02-24	8	train	False	0.01214
384	210	201	2014-02-21	8	train	False	0.01214
385	51	201	2014-02-20	34	train	False	0.01214
386	481	220	2014-02-27	43	plane	False	0.16508
387	522	201	2014-02-20	29	train	False	0.01214
388	287	54	2014-03-05	10	car	False	0.20033
389	592	480	2014-05-25	128	plane	True	0.14678
390	476	54	2014-03-05	9	car	False	0.20033
391	310	55	2014-02-27	10	train	False	0.01214
392	147	55	2014-02-26	11	train	False	0.01214
393	469	55	2014-02-27	13	train	False	0.01214
394	76	54	2014-02-27	12	other	False	0.20033
395	374	135	2014-03-10	40	car	False	0.20033
396	512	230	2014-03-06	32	plane	False	0.14678
397	330	54	2014-03-28	13	other	False	0.20033
398	330	54	2014-04-17	12	other	False	0.20033
399	330	150	2014-04-24	31	other	False	0.01214
400	330	201	2014-05-06	32	other	False	0.01214
401	330	201	2014-05-13	42	other	False	0.01214
402	330	54	2014-05-14	30	other	False	0.20033
403	330	150	2014-05-18	34	other	False	0.01214
404	63	504	2014-03-09	330	plane	False	0.13712
405	635	54	2014-03-05	9	car	False	0.20033
406	51	0	2014-03-23	180	plane	True	0.16508
407	51	201	2014-03-13	12	train	False	0.01214
408	76	201	2014-04-04	41	other	False	0.01214
409	3	198	2014-03-13	16	train	False	0.01214
410	341	198	2014-03-13	58	train	False	0.01214
411	330	201	2014-05-14	28	other	False	0.01214
412	330	201	2014-05-13	28	other	False	0.01214
413	330	54	2014-05-14	25	other	False	0.20033
414	15	211	2014-03-03	13	train	False	0.01214
415	394	54	2014-03-05	10	car	False	0.20033
416	571	54	2014-03-05	12	train	False	0.01214
417	221	587	2014-03-16	1549	plane	False	0.13712
418	221	55	2014-03-04	10	train	False	0.01214
419	145	9	2014-03-23	121	other	False	0.20033
420	107	201	2014-03-11	15	train	False	0.01214
421	107	0	2014-04-05	35	other	True	0.075
422	377	150	2014-03-18	70	car	True	0.20033
423	377	336	2014-04-14	61	plane	True	0.14678
424	508	201	2014-03-18	14	train	False	0.01214
425	392	135	2014-03-10	39	car	False	0.20033
426	601	387	2014-06-03	109	plane	True	0.14678
427	614	149	2014-03-18	76	other	False	0.01214
428	614	149	2014-03-18	76	car	True	0.20033
429	15	150	2014-03-18	76	car	True	0.20033
430	72	198	2014-03-13	16	train	False	0.01214
431	617	201	2014-03-18	14	train	False	0.01214
432	314	618	2014-04-04	252	other	False	0.13712
433	76	293	2014-04-07	58	other	False	0.01214
434	616	55	2014-03-17	78	train	False	0.01214
435	287	117	2014-03-17	13	other	False	0.01214
436	287	17	2014-03-18	6	other	False	0.20033
437	287	55	2014-03-19	8	car	True	0.20033
438	287	8	2014-03-21	7	other	False	0.20033
439	287	12	2014-04-01	7	other	False	0.20033
440	15	211	2014-03-12	12	train	False	0.01214
441	489	54	2014-03-13	9	train	False	0.01214
442	103	516	2014-04-26	175	plane	True	0.13712
443	454	55	2014-03-17	80	car	False	0.20033
444	328	220	2014-03-19	15	other	False	0.01214
445	176	201	2014-03-18	14	other	False	0.01214
446	248	201	2014-03-27	37	other	False	0.01214
447	19	147	2014-05-15	31	other	False	0.01214
448	143	220	2014-03-25	14	other	False	0.01214
449	143	201	2014-03-21	15	other	False	0.01214
450	571	55	2014-03-18	12	train	False	0.01214
451	571	55	2014-03-19	38	train	False	0.01214
452	476	55	2014-03-18	15	car	False	0.20033
453	394	55	2014-03-18	13	car	False	0.20033
454	394	55	2014-03-19	15	car	False	0.20033
455	394	55	2014-03-20	12	car	False	0.20033
456	307	437	2014-04-25	151	plane	True	0.14678
457	508	253	2014-03-20	29	train	False	0.01214
458	508	239	2014-03-23	52	train	False	0.01214
459	555	201	2014-03-25	26	train	False	0.01214
460	200	147	2014-05-15	100	other	False	0.01214
461	262	201	2014-03-26	2	train	False	0.01214
462	213	55	2014-03-25	10	train	False	0.01214
463	344	9	2014-03-18	34	other	False	0.20033
464	15	425	2014-03-29	182	plane	True	0.14678
465	374	109	2014-03-26	15	other	False	0.01214
466	154	216	2014-03-25	19	train	False	0.01214
467	154	216	2014-03-27	17	train	False	0.01214
468	154	216	2014-04-01	18	train	False	0.01214
469	634	534	2014-04-20	298	other	False	0.13712
470	634	449	2014-03-31	1831	other	False	0.14678
471	634	342	2014-06-29	151	other	False	0.01214
472	33	201	2014-03-20	28	train	False	0.01214
473	414	55	2014-03-25	33	train	False	0.01214
474	210	376	2014-04-10	32	other	False	0.14678
475	512	652	2014-04-10	106	other	False	0.13712
476	333	99	2014-03-28	17	plane	False	0.16508
477	645	480	2014-05-25	119	plane	True	0.14678
478	572	114	2014-04-10	36	train	False	0.01214
479	643	114	2014-04-10	39	train	False	0.01214
480	508	201	2014-03-28	16	train	False	0.01214
481	508	469	2014-05-13	112	plane	True	0.14678
482	476	201	2014-04-02	57	train	False	0.01214
483	248	46	2014-04-03	14	car	False	0.20033
484	614	54	2014-03-28	6	other	False	0.20033
485	394	480	2014-05-19	229	plane	True	0.14678
486	220	46	2014-04-03	34	car	False	0.20033
487	237	376	2014-06-02	120	plane	True	0.14678
488	630	66	2014-04-01	7	other	False	0.01214
489	616	516	2014-04-27	134	plane	True	0.13712
490	330	201	2014-03-31	30	plane	False	0.16508
491	534	201	2014-04-10	52	train	False	0.01214
492	519	110	2014-04-21	99	car	True	0.20033
493	260	72	2014-04-03	35	car	True	0.20033
494	3	72	2014-04-03	37	car	True	0.20033
495	526	125	2014-05-27	96	plane	True	0.14678
496	194	652	2014-04-29	216	other	False	0.13712
497	36	201	2014-04-14	25	train	False	0.01214
498	314	661	2014-05-06	157	plane	True	0.13712
499	553	55	2014-04-10	6	train	False	0.01214
500	489	55	2014-04-10	7	train	False	0.01214
501	489	55	2014-04-11	7	train	False	0.01214
502	237	220	2014-04-14	18	other	False	0.01214
503	572	293	2014-05-22	31	other	False	0.01214
504	572	266	2014-06-20	14	other	False	0.01214
505	330	147	2014-06-16	28	other	False	0.01214
506	330	191	2014-06-18	16	other	False	0.01214
507	519	46	2014-04-02	37	car	True	0.20033
508	143	220	2014-04-29	35	other	False	0.01214
509	143	201	2014-04-09	29	other	False	0.01214
510	143	201	2014-05-19	74	other	False	0.01214
511	454	201	2014-04-07	33	train	False	0.01214
512	237	459	2014-05-12	81	other	False	0.13712
513	604	125	2014-05-27	102	other	False	0.14678
514	13	55	2014-04-04	12	car	False	0.20033
515	436	55	2014-04-04	12	car	False	0.20033
516	296	336	2014-04-12	200	other	False	0.14678
517	538	157	2014-05-11	142	train	True	0.01214
518	333	352	2014-05-14	110	plane	False	0.14678
519	154	38	2014-04-24	7	car	False	0.20033
520	442	439	2014-06-13	228	plane	True	0.14678
521	614	54	2014-04-17	8	other	False	0.20033
522	489	22	2014-04-16	50	car	True	0.20033
523	147	55	2014-04-16	11	other	False	0.20033
524	328	55	2014-04-11	6	other	False	0.20033
525	548	603	2014-06-27	229	plane	True	0.13712
526	576	603	2014-06-27	229	plane	True	0.13712
527	637	55	2014-04-11	5	other	False	0.20033
528	442	54	2014-04-11	8	train	False	0.01214
529	573	569	2014-05-12	273	plane	False	0.13712
530	609	55	2014-04-16	10	other	False	0.20033
531	220	201	2014-05-15	41	other	False	0.01214
532	33	201	2014-04-14	33	plane	False	0.16508
533	374	452	2014-05-07	62	plane	False	0.14678
534	220	110	2014-04-24	36	train	True	0.01214
535	287	230	2014-07-06	87	plane	True	0.14678
536	476	410	2014-05-19	129	plane	True	0.14678
537	442	412	2014-05-30	84	plane	False	0.14678
538	476	228	2014-04-21	49	train	False	0.01214
539	3	147	2014-05-11	35	plane	False	0.16508
540	77	147	2014-05-11	35	plane	False	0.16508
541	3	230	2014-04-25	102	plane	False	0.14678
542	132	55	2014-05-21	55	train	True	0.01214
543	25	352	2014-05-13	75	plane	False	0.14678
544	442	54	2014-05-20	80	train	False	0.01214
545	197	525	2014-05-30	216	other	False	0.13712
546	469	201	2014-05-12	10	train	False	0.01214
547	454	201	2014-04-28	33	train	False	0.01214
548	534	54	2014-05-20	80	car	True	0.20033
549	51	114	2014-06-29	69	other	False	0.01214
550	484	55	2014-05-20	79	other	False	0.20033
551	143	125	2014-05-27	83	plane	False	0.14678
552	143	294	2014-06-16	96	plane	False	0.14678
553	33	349	2014-05-12	54	other	False	0.14678
554	512	599	2014-05-13	188	other	False	0.13712
555	570	201	2014-05-12	15	train	False	0.01214
556	328	201	2014-05-05	14	other	False	0.01214
557	328	201	2014-05-12	11	train	False	0.01214
558	353	54	2014-05-20	80	train	True	0.01214
559	154	390	2014-05-02	60	public	False	0.075
560	365	99	2014-06-08	138	train	True	0.01214
561	80	286	2014-06-28	189	train	True	0.01214
562	617	303	2014-06-17	109	plane	True	0.14678
563	51	201	2014-06-02	12	other	False	0.01214
564	314	587	2014-06-23	736	plane	False	0.13712
565	239	587	2014-06-23	736	plane	False	0.13712
566	179	201	2014-05-07	44	train	True	0.01214
567	436	201	2014-05-20	8104	train	True	0.01214
568	525	294	2014-06-16	112	plane	True	0.14678
569	236	290	2014-05-13	40	train	True	0.01214
570	286	55	2014-05-14	9	other	False	0.20033
571	476	587	2014-06-01	178	other	False	0.13712
572	630	344	2014-06-01	68	plane	False	0.14678
573	333	352	2014-05-14	53	plane	False	0.14678
